Código da IES;Nome da IES;Sigla da IES;Org. Acadêmica;Categ. Administrativa;UF da IES;Nº de Cursos com CPC no Triênio;alfa (Proporção de Graduandos);Conceito médio da Graduação;beta (Proporção de Mestrandos - Equivalente);Conceito Médio do Mestrado;gama (Proporção de Doutorandos - Equivalente);Conceito Médio do doutorado;IGC (Contínuo);IGC (Faixa)
2491;INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP;ISCECAP;Faculdade;Privada Sem Fins Lucrativos;DF;1;1;1,879955695;0;0;0;0;1,879955695;2
2494;FUNVIC - FACULDADE DE PINDAMONHANGABA;;Faculdade;Privada Sem Fins Lucrativos;SP;12;1;2,661835986;0;0;0;0;2,661835986;3
2497;FACULDADE ATENEU;FATE;Faculdade;Privada Com Fins Lucrativos;CE;18;1;3,374118094;0;0;0;0;3,374118094;4
2499;FASS - FACULDADE SOCIAL SUL AMERICANA;;Faculdade;Privada Com Fins Lucrativos;BA;3;1;1,74360807;0;0;0;0;1,74360807;2
2501;FACULDADE ESTÁCIO DE SÁ DE GOIÁS;FESGO;Faculdade;Privada Com Fins Lucrativos;GO;7;1;2,640593678;0;0;0;0;2,640593678;3
2511;FACULDADE DE DIREITO UNIDADE GUARAPARI;FADIG;Faculdade;Privada Com Fins Lucrativos;ES;1;1;2,496355989;0;0;0;0;2,496355989;3
2513;FACULDADE ARTHUR THOMAS;CESA;Faculdade;Privada Com Fins Lucrativos;PR;4;1;2,930142305;0;0;0;0;2,930142305;3
2521;INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DO PIAUÍ;ISESPI;Faculdade;Privada Com Fins Lucrativos;PI;1;1;1,827179498;0;0;0;0;1,827179498;2
2530;FACULDADE DE CIÊNCIAS DE GUARULHOS;FACIG;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,29399756;0;0;0;0;2,29399756;3
2532;FACULDADE DO SUDESTE GOIANO;FASUG;Faculdade;Privada Com Fins Lucrativos;GO;3;1;2,514908496;0;0;0;0;2,514908496;3
2536;FACULDADE RORAIMENSE DE ENSINO SUPERIOR;FARES;Faculdade;Privada Com Fins Lucrativos;RR;4;1;1,73385497;0;0;0;0;1,73385497;2
2537;FACULDADE SÃO GERALDO;FSG;Faculdade;Privada Com Fins Lucrativos;ES;3;1;3,430851156;0;0;0;0;3,430851156;4
2538;FACULDADE VENDA NOVA DO IMIGRANTE;FAVENI;Faculdade;Privada Com Fins Lucrativos;ES;3;1;3,010107351;0;0;0;0;3,010107351;4
2539;FACULDADE EVANGÉLICA DO MEIO NORTE;FAEME;Faculdade;Privada Sem Fins Lucrativos;MA;1;1;2,016676977;0;0;0;0;2,016676977;3
2548;FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL;FATEFIG;Faculdade;Privada Com Fins Lucrativos;PA;2;1;2,2387724;0;0;0;0;2,2387724;3
2554;FACULDADE DE EDUCAÇÃO SANTA TEREZINHA;FEST;Faculdade;Privada Com Fins Lucrativos;MA;3;1;2,009144006;0;0;0;0;2,009144006;3
2556;FIAM-FAAM - CENTRO UNIVERSITÁRIO;UNIFIAM-FAAM;Centro Universitário;Privada Sem Fins Lucrativos;SP;7;0,994264455;2,508418456;0,005735545;4;0;0;2,516973489;3
2560;FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA;FAESF/UNEF;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;BA;2;1;3,294924119;0;0;0;0;3,294924119;4
2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;UFCG;Universidade;Pública Federal;PB;64;0,757026627;2,89678354;0,137838123;4,327728426;0,105135249;4,550175029;3,267852024;4
2565;ABEU - CENTRO UNIVERSITÁRIO;UNIABEU;Centro Universitário;Privada Sem Fins Lucrativos;RJ;20;1;2,256148031;0;0;0;0;2,256148031;3
2566;INSTITUTO DE ENSINO SUPERIOR DE OLINDA;IESO;Faculdade;Privada Sem Fins Lucrativos;PE;2;1;2,164478136;0;0;0;0;2,164478136;3
2568;FACULDADE ZACARIAS DE GÓES;FAZAG;Faculdade;Privada Sem Fins Lucrativos;BA;7;1;2,098571961;0;0;0;0;2,098571961;3
2569;FACULDADE DE TECNOLOGIA FAESA;CET-FAESA;Faculdade;Privada Sem Fins Lucrativos;ES;5;1;2,362833265;0;0;0;0;2,362833265;3
2571;CENTRO UNIVERSITÁRIO REDENTOR;FACREDENTOR;Centro Universitário;Privada Sem Fins Lucrativos;RJ;14;1;3,242805258;0;0;0;0;3,242805258;4
2572;FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS;FAC;Faculdade;Privada Com Fins Lucrativos;BA;2;1;1,671181263;0;0;0;0;1,671181263;2
2573;FACULDADE TEOLÓGICA SUL AMERICANA;FTSA;Faculdade;Privada Sem Fins Lucrativos;PR;2;1;2,868580277;0;0;0;0;2,868580277;3
2576;FACULDADES PITÁGORAS UNIDADE GUARAPARI;FIPAG;Faculdade;Privada Com Fins Lucrativos;ES;10;1;2,296987905;0;0;0;0;2,296987905;3
2579;FACULDADE ATENAS;;Faculdade;Privada Com Fins Lucrativos;MG;8;1;3,656530245;0;0;0;0;3,656530245;4
2581;FACULDADE SÃO SALVADOR;FSS;Faculdade;Privada Com Fins Lucrativos;BA;8;1;2,325983099;0;0;0;0;2,325983099;3
2582;FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ;UCP;Faculdade;Privada Sem Fins Lucrativos;PR;6;1;2,856136219;0;0;0;0;2,856136219;3
2591;ESCOLA BRASILEIRA DE ECONOMIA E FINANÇAS;EBEF;Faculdade;Privada Sem Fins Lucrativos;RJ;1;0,157158235;4,260528133;0,552206674;5;0,290635091;5;4,883785907;5
2593;FACULDADE DE JUAZEIRO DO NORTE;FJN;Faculdade;Privada Com Fins Lucrativos;CE;5;1;2,587220416;0;0;0;0;2,587220416;3
2594;FACULDADE TEOLÓGICA BATISTA ANA WOLLERMAN;FTBAW;Faculdade;Privada Sem Fins Lucrativos;MS;1;1;1,897663428;0;0;0;0;1,897663428;2
2613;Faculdade Meta;FAMETA;Faculdade;Privada Com Fins Lucrativos;AC;8;1;3,114823985;0;0;0;0;3,114823985;4
2616;FACULDADE SANTO ANTÔNIO DE PÁDUA;FASAP;Faculdade;Privada Com Fins Lucrativos;RJ;5;1;2,486474948;0;0;0;0;2,486474948;3
2617;FACULDADE SÃO BENTO DO RIO DE JANEIRO;FSB/RJ;Faculdade;Privada Sem Fins Lucrativos;RJ;3;1;2,648941796;0;0;0;0;2,648941796;3
2620;FACULDADE DE AMPÉRE;FAMPER;Faculdade;Privada Com Fins Lucrativos;PR;7;1;1,891379286;0;0;0;0;1,891379286;2
2623;FACULDADE DO TAPAJÓS;FAT;Faculdade;Privada Sem Fins Lucrativos;PA;3;1;1,893266987;0;0;0;0;1,893266987;2
2624;FACULDADE DO LITORAL PARANAENSE;FLP;Faculdade;Privada Com Fins Lucrativos;PR;3;1;1,754039909;0;0;0;0;1,754039909;2
2625;FACULDADE DE TECNOLOGIA IBTA - SÃO JOSÉ DOS CAMPOS;IBTA;Faculdade;Privada Com Fins Lucrativos;SP;6;1;2,151457455;0;0;0;0;2,151457455;3
2629;FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DO VALE DO JURUENA;AJES;Faculdade;Privada Sem Fins Lucrativos;MT;8;1;3,489867832;0;0;0;0;3,489867832;4
2630;INSTITUTO SUPERIOR DE EDUCAÇÃO DO VALE DO JURUENA;AJES;Faculdade;Privada Sem Fins Lucrativos;MT;1;1;3,511355049;0;0;0;0;3,511355049;4
2632;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA;UNESULBAHIA;Faculdade;Privada Sem Fins Lucrativos;BA;5;1;2,041575142;0;0;0;0;2,041575142;3
2636;FACULDADE DINÂMICA DO VALE DO PIRANGA;FADIP;Faculdade;Privada Com Fins Lucrativos;MG;3;0,978448276;2,683042012;0,021551724;4;0;0;2,711424727;3
2642;FACULDADE SÃO VICENTE;FASVIPA;Faculdade;Privada Sem Fins Lucrativos;AL;4;1;1,726057963;0;0;0;0;1,726057963;2
2647;FACULDADE INTEGRADA DE SANTA MARIA;FISMA;Faculdade;Privada Com Fins Lucrativos;RS;3;1;2,144813823;0;0;0;0;2,144813823;3
2652;FACULDADE UNIDA DE VITÓRIA;FACULDADE UNIDA;Faculdade;Privada Com Fins Lucrativos;ES;1;0,575117371;2,597137981;0,424882629;4;0;0;3,193189684;4
2656;FACULDADE DE RECIFE;;Faculdade;Privada Sem Fins Lucrativos;PE;3;1;2,365842204;0;0;0;0;2,365842204;3
2676;FACULDADE LA SALLE;;Faculdade;Privada Sem Fins Lucrativos;AM;7;1;2,377569825;0;0;0;0;2,377569825;3
2677;INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU;ISESJT;Faculdade;Privada Com Fins Lucrativos;PI;1;1;1,749329399;0;0;0;0;1,749329399;2
2687;FACULDADE DOM ALBERTO;FDA;Faculdade;Privada Com Fins Lucrativos;RS;3;1;2,630864788;0;0;0;0;2,630864788;3
2688;FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA;INESP;Faculdade;Privada Com Fins Lucrativos;SP;1;1;2,684676969;0;0;0;0;2,684676969;3
2702;FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS;FCJP;Faculdade;Privada Com Fins Lucrativos;TO;1;1;1,865925848;0;0;0;0;1,865925848;2
2703;FACULDADE SENAC MINAS;FSM;Faculdade;Privada Sem Fins Lucrativos;MG;3;1;3,001717573;0;0;0;0;3,001717573;4
2723;FACULDADE CATÓLICA RECIFE;FCR;Faculdade;Privada Sem Fins Lucrativos;PE;2;1;2,458226008;0;0;0;0;2,458226008;3
2724;INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO;IESMA;Faculdade;Privada Com Fins Lucrativos;MA;7;1;2,348218235;0;0;0;0;2,348218235;3
2726;ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE EMPRESAS;INEA;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;SP;2;1;1,454408581;0;0;0;0;1,454408581;2
2741;FACULDADE CATÓLICA DOM ORIONE;FACDO;Faculdade;Privada Sem Fins Lucrativos;TO;2;1;2,200266174;0;0;0;0;2,200266174;3
2744;INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ;ISE VERA CRUZ;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;3,044582218;0;0;0;0;3,044582218;4
2745;ESCOLA SUPERIOR DA AMAZÔNIA;ESAMAZ;Faculdade;Privada Com Fins Lucrativos;PA;10;1;2,345169571;0;0;0;0;2,345169571;3
2753;Faculdade de Ciências Educacionais de Capim Grosso;FCG;Faculdade;Privada Com Fins Lucrativos;BA;2;1;2,306184322;0;0;0;0;2,306184322;3
2754;FACULDADE SÃO PAULO;FSP;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;RO;5;1;3,016084305;0;0;0;0;3,016084305;4
2755;FACULDADE DO VALE DO ITAJAÍ MIRIM;FAVIM;Faculdade;Privada Com Fins Lucrativos;SC;7;1;2,276964636;0;0;0;0;2,276964636;3
2756;FACULDADE ANHANGUERA DE VALPARAÍSO;;Faculdade;Privada Com Fins Lucrativos;GO;4;1;2,012064517;0;0;0;0;2,012064517;3
2761;FACULDADE DO SERTÃO;UESSBA;Faculdade;Privada Com Fins Lucrativos;BA;3;1;1,68331187;0;0;0;0;1,68331187;2
2763;FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO;CESG;Faculdade;Privada Com Fins Lucrativos;MG;3;1;3,61899966;0;0;0;0;3,61899966;4
2766;FACULDADE EMPRESARIAL DE CHAPECÓ;FAEM;Faculdade;Privada Com Fins Lucrativos;SC;7;1;2,504898113;0;0;0;0;2,504898113;3
2770;FACULDADE UNIDA DE CAMPINAS;FACUNICAMPS;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;GO;4;1;3,533004722;0;0;0;0;3,533004722;4
2771;CENTRO DE ENSINO SUPERIOR DE ILHÉUS;CESUPI;Faculdade;Privada Com Fins Lucrativos;BA;5;1;2,371107828;0;0;0;0;2,371107828;3
2773;FACULDADE DE MACAPÁ;;Faculdade;Privada Com Fins Lucrativos;AP;13;1;2,579365745;0;0;0;0;2,579365745;3
2774;Centro Universitário UNIFAFIBE;FAFIBE;Centro Universitário;Privada Sem Fins Lucrativos;SP;16;1;3,032950561;0;0;0;0;3,032950561;4
2775;Faculdades Integradas Desembargador Sávio Brandão;FAUSB;Faculdade;Privada Com Fins Lucrativos;MT;2;1;1,650564068;0;0;0;0;1,650564068;2
2779;FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE;FIOURO;Faculdade;Privada Sem Fins Lucrativos;RO;3;1;2,229581147;0;0;0;0;2,229581147;3
2783;FACULDADE DE TECNOLOGIA DO NORDESTE;FATENE;Faculdade;Privada Com Fins Lucrativos;CE;6;1;2,484628019;0;0;0;0;2,484628019;3
2784;FACULDADE FAE BLUMENAU;;Faculdade;Privada Sem Fins Lucrativos;SC;1;1;2,857457222;0;0;0;0;2,857457222;3
2787;FACULDADES PEQUENO PRÍNCIPE;FPP;Faculdade;Privada Sem Fins Lucrativos;PR;4;0,762886598;2,62697643;0,17067583;4,120833333;0,066437572;4,5;3,006380835;4
2791;FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE;;Faculdade;Privada Com Fins Lucrativos;MT;4;1;2,448218067;0;0;0;0;2,448218067;3
2793;FACULDADE UBS;FACULDADE UBS;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;SP;1;1;2,358014123;0;0;0;0;2,358014123;3
2794;FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO;FAIESP;Faculdade;Privada Com Fins Lucrativos;MT;8;1;2,429002198;0;0;0;0;2,429002198;3
2796;FACULDADE DE IPORÁ;FAI;Faculdade;Privada Com Fins Lucrativos;GO;4;1;2,850560702;0;0;0;0;2,850560702;3
2799;FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ;FANEESP;Faculdade;Privada Com Fins Lucrativos;PR;4;1;2,503527758;0;0;0;0;2,503527758;3
2805;FACULDADE MODELO;FACIMOD;Faculdade;Privada Com Fins Lucrativos;PR;2;1;2,436130997;0;0;0;0;2,436130997;3
2808;FACULDADES ITECNE DE CASCAVEL;ITECNE;Faculdade;Privada Com Fins Lucrativos;PR;1;1;1,800120686;0;0;0;0;1,800120686;2
2811;FACULDADE PAULUS DE TECNOLOGIA E COMUNICAÇÃO;FAPCOM;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;3,253806272;0;0;0;0;3,253806272;4
2814;FACULDADE SÃO SEBASTIÃO;;Faculdade;Privada Com Fins Lucrativos;SP;8;1;2,851982832;0;0;0;0;2,851982832;3
2821;Faculdade Meridional RS;;Faculdade;Privada Com Fins Lucrativos;RS;1;1;2,991681512;0;0;0;0;2,991681512;4
2826;FACULDADE NOSSA SENHORA DE FÁTIMA;FACULDADE FÁTIMA;Faculdade;Privada Sem Fins Lucrativos;RS;4;1;2,4000597;0;0;0;0;2,4000597;3
2827;FACULDADE EVANGÉLICA DO PIAUI;FAEPI;Faculdade;Privada Sem Fins Lucrativos;PI;1;1;2,827620773;0;0;0;0;2,827620773;3
2831;FACULDADE DOM BOSCO DE GOIOERÊ;DOM BOSCO GOIOERÊ;Faculdade;Privada Sem Fins Lucrativos;PR;1;1;1,685535878;0;0;0;0;1,685535878;2
2832;Faculdade Superior de Ensino Programus;ISEPRO;Faculdade;Privada Com Fins Lucrativos;PI;1;1;2,130379541;0;0;0;0;2,130379541;3
2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;Centro Universitário;Privada Com Fins Lucrativos;PE;39;1;2,648497875;0;0;0;0;2,648497875;3
2836;FACULDADE SUL DA AMÉRICA;SULDAMÉRICA;Faculdade;Privada Com Fins Lucrativos;GO;1;1;2,04041348;0;0;0;0;2,04041348;3
2841;FACULDADE PARANAPANEMA;FP;Faculdade;Privada Com Fins Lucrativos;PR;1;1;1,926057476;0;0;0;0;1,926057476;2
2843;FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA;FCMS/JF;Faculdade;Privada Com Fins Lucrativos;MG;5;1;3,248082098;0;0;0;0;3,248082098;4
2844;FACULDADE SALESIANA DOM BOSCO DE PIRACICABA;FSDB;Faculdade;Privada Sem Fins Lucrativos;SP;4;1;2,140588414;0;0;0;0;2,140588414;3
2845;FACULDADE REINALDO RAMOS;FARR;Faculdade;Privada Com Fins Lucrativos;PB;2;1;2,251290334;0;0;0;0;2,251290334;3
2846;FACULDADE DE TEOLOGIA UMBANDISTA;F.T.U.;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,536827449;0;0;0;0;2,536827449;3
2849;ESCOLA SUPERIOR DOM HELDER CÂMARA;ESDHC;Faculdade;Privada Sem Fins Lucrativos;MG;1;0,943869028;2,96474414;0,056130972;4,5;0;0;3,050919544;4
2855;FACULDADE SÃO FRANCISCO DE ASSIS;UNIFIN;Faculdade;Privada Com Fins Lucrativos;RS;3;1;2,232152093;0;0;0;0;2,232152093;3
2859;FACULDADE DE BELÉM;FABEL;Faculdade;Privada Com Fins Lucrativos;PA;2;1;2,089499909;0;0;0;0;2,089499909;3
2870;FACULDADE SERRA DO CARMO;FASEC;Faculdade;Privada Com Fins Lucrativos;TO;3;1;2,377969569;0;0;0;0;2,377969569;3
2879;FACULDADE DE CAIEIRAS;;Faculdade;Privada Sem Fins Lucrativos;SP;4;1;1,942724323;0;0;0;0;1,942724323;2
2886;FACULDADE ZUMBI DOS PALMARES;FAZP;Faculdade;Privada Sem Fins Lucrativos;SP;4;1;1,634893236;0;0;0;0;1,634893236;2
2891;FACULDADE BARÃO DE PIRATININGA;AES;Faculdade;Privada Com Fins Lucrativos;SP;2;1;2,582171826;0;0;0;0;2,582171826;3
2896;FACULDADE SATC;FASATC;Faculdade;Privada Sem Fins Lucrativos;SC;6;0,992401216;2,925609459;0,007598784;4;0;0;2,933773521;3
2903;FACULDADE CONCÓRDIA;FACC;Faculdade;Privada Com Fins Lucrativos;SC;5;1;2,303198378;0;0;0;0;2,303198378;3
2904;FACULDADE JK - GUARÁ;ESAMC BRASÍLIA;Faculdade;Privada Com Fins Lucrativos;DF;3;1;2,51467691;0;0;0;0;2,51467691;3
2908;FACULDADE NATALENSE DE ENSINO E CULTURA;FANEC;Faculdade;Privada Com Fins Lucrativos;RN;7;1;1,828551653;0;0;0;0;1,828551653;2
2909;FACULDADE DO ESTADO DO MARANHÃO;FACEM;Faculdade;Privada Sem Fins Lucrativos;MA;3;1;1,648800313;0;0;0;0;1,648800313;2
2910;FACULDADE VERDE NORTE;FAVENORTE;Faculdade;Privada Com Fins Lucrativos;MG;4;1;1,843034988;0;0;0;0;1,843034988;2
2911;FACULDADE PAN AMAZÔNICA;FAPAN;Faculdade;Privada Com Fins Lucrativos;PA;10;1;2,062603274;0;0;0;0;2,062603274;3
2915;FACULDADE CIDADE DE PATOS DE MINAS;FPM;Faculdade;Privada Sem Fins Lucrativos;MG;10;1;1,891993207;0;0;0;0;1,891993207;2
2917;FACULDADE BRASIL NORTE;FABRAN;Faculdade;Privada Com Fins Lucrativos;AP;6;1;1,892247417;0;0;0;0;1,892247417;2
2918;FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA;FESAR;Faculdade;Privada Com Fins Lucrativos;PA;4;1;2,895611356;0;0;0;0;2,895611356;3
2927;FACULDADE DEL REY;FDR;Faculdade;Privada Com Fins Lucrativos;MG;1;1;1,781675594;0;0;0;0;1,781675594;2
2935;FACULDADE DE TALENTOS HUMANOS;FACTHUS;Faculdade;Privada Com Fins Lucrativos;MG;9;1;2,448314967;0;0;0;0;2,448314967;3
2944;FACULDADE DO SUL;;Faculdade;Privada Com Fins Lucrativos;BA;13;1;2,459841677;0;0;0;0;2,459841677;3
2949;FACULDADE DO BAIXO PARNAÍBA;FAP;Faculdade;Privada Com Fins Lucrativos;MA;3;1;2,509950459;0;0;0;0;2,509950459;3
2950;Centro Universitário FADERGS;FADERGS;Centro Universitário;Privada Com Fins Lucrativos;RS;13;1;2,929805778;0;0;0;0;2,929805778;3
2961;FACULDADE DO PANTANAL MATOGROSSENSE;FAPAN;Faculdade;Privada Com Fins Lucrativos;MT;3;1;2,943188097;0;0;0;0;2,943188097;3
2964;FACULDADE PROJEÇÃO DO GUARÁ;;Faculdade;Privada Sem Fins Lucrativos;DF;6;1;3,202781952;0;0;0;0;3,202781952;4
2969;INSTITUTO SUPERIOR DE EDUCAÇÃO OCIDENTE;OCIDEMNTE;Faculdade;Privada Sem Fins Lucrativos;BA;1;1;2,251007871;0;0;0;0;2,251007871;3
2971;FACULDADE BARRETOS;FB;Faculdade;Privada Com Fins Lucrativos;SP;6;1;2,616531663;0;0;0;0;2,616531663;3
2973;FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE;;Faculdade;Privada Com Fins Lucrativos;MT;5;1;2,874798566;0;0;0;0;2,874798566;3
2974;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE;;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;MT;2;1;2,416325048;0;0;0;0;2,416325048;3
3000;FACULDADE CENECISTA DE SINOP;FACENOP;Faculdade;Privada Com Fins Lucrativos;MT;2;1;2,745914527;0;0;0;0;2,745914527;3
3004;INSTITUTO DE ENSINO SUPERIOR SANTA CECÍLIA;IESC;Faculdade;Privada Com Fins Lucrativos;AL;3;1;1,093090908;0;0;0;0;1,093090908;2
3008;FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE SÃO JOSÉ DOS CAMPOS;FACULDADE INPG - SJC;Faculdade;Privada Com Fins Lucrativos;SP;4;1;2,67768698;0;0;0;0;2,67768698;3
3012;FAJOPA - FACULDADE JOÃO PAULO II;FAJOPA;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,747459324;0;0;0;0;2,747459324;3
3020;FACULDADE SANTA RITA DE CÁSSIA;IFASC;Faculdade;Privada Com Fins Lucrativos;GO;4;1;2,348054745;0;0;0;0;2,348054745;3
3027;FACULDADE DE IBIPORÃ;;Faculdade;Privada Sem Fins Lucrativos;PR;2;1;2,129043085;0;0;0;0;2,129043085;3
3029;FACULDADE DA AMAZÔNIA;FAAM;Faculdade;Privada Com Fins Lucrativos;PA;3;1;2,230216457;0;0;0;0;2,230216457;3
3034;FACULDADE DELTA;FACDELTA;Faculdade;Privada Com Fins Lucrativos;BA;10;1;2,493016477;0;0;0;0;2,493016477;3
3042;CHRISTUS FACULDADE DO PIAUÍ;CHRISFAPI;Faculdade;Privada Com Fins Lucrativos;PI;6;1;2,949496518;0;0;0;0;2,949496518;4
3051;FACULDADE TEOLÓGICA DE CIÊNCIAS HUMANAS E SOCIAIS LOGOS;FAETEL;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,042404629;0;0;0;0;2,042404629;3
3099;FACULDADE INTERNACIONAL DA PARAÍBA;FPB;Faculdade;Privada Com Fins Lucrativos;PB;17;1;2,701677817;0;0;0;0;2,701677817;3
3117;FACULDADE DE SAÚDE E DESENVOLVIMENTO HUMANO SANTO AGOSTINHO;FS;Faculdade;Privada Com Fins Lucrativos;MG;2;1;2,655113139;0;0;0;0;2,655113139;3
3146;FACULDADE DE ODONTOLOGIA DO RECIFE;FOR;Faculdade;Privada Sem Fins Lucrativos;PE;1;1;2,510940189;0;0;0;0;2,510940189;3
3149;FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD;FPD;Faculdade;Privada Com Fins Lucrativos;MG;16;1;2,478205614;0;0;0;0;2,478205614;3
3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;Universidade;Privada Sem Fins Lucrativos;SC;37;0,923788993;2,716184137;0,072914025;4,365963855;0,003296982;4,5;2,842357425;3
3157;INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES;ISEAR;Faculdade;Privada Com Fins Lucrativos;GO;1;1;2,30913633;0;0;0;0;2,30913633;3
3159;FACULDADE DE TECNOLOGIA SENAI FLORIANÓPOLIS;SENAI -SC - CTAI;Faculdade;Privada Sem Fins Lucrativos;SC;2;1;2,704650961;0;0;0;0;2,704650961;3
3160;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS;IFAL;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;AL;11;0,992671308;2,320268777;0,007328692;4;0;0;2,33257901;3
3161;Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano;IF Sertão;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;PE;9;1;2,379514102;0;0;0;0;2,379514102;3
3162;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA;IFSC;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;SC;15;0,956521739;3,190800039;0,043478261;4;0;0;3,225982646;4
3163;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO;IFRJ;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;RJ;13;0,937334218;2,941722544;0,062002653;4,40776699;0,00066313;4,5;3,033654529;4
3164;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO;IFMT;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;MT;22;0,984401588;2,45773774;0,015598412;4;0;0;2,481794582;3
3165;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO;IFTM;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;MG;16;0,938293217;2,582002872;0,061706783;4;0;0;2,669502913;3
3169;FACULDADE DE TECNOLOGIA IBTA CAMPINAS;IBTA;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;SP;4;1;3,172325197;0;0;0;0;3,172325197;4
3170;FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS;;Faculdade;Privada Com Fins Lucrativos;SC;4;1;2,618453211;0;0;0;0;2,618453211;3
3171;FACULDADE EQUIPE;;Faculdade;Privada Sem Fins Lucrativos;RS;3;1;2,540350603;0;0;0;0;2,540350603;3
3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Universidade;Pública Estadual;AM;56;0,911699233;2,689135146;0,057877814;4,310623557;0,030422953;4,746621622;2,845578165;3
3177;FACULDADE DE ADMINISTRAÇÃO DA FESPSP;FADFESPSP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,29179133;0;0;0;0;2,29179133;3
3180;FACULDADE ATTICUS;;Faculdade;Privada Sem Fins Lucrativos;PR;1;1;2,845926815;0;0;0;0;2,845926815;3
3182;CENTRO DE ENSINO SUPERIOR ARCANJO MIKAEL DE ARAPIRACA;CESAMA;Faculdade;Privada Com Fins Lucrativos;AL;1;1;2,680717158;0;0;0;0;2,680717158;3
3183;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE;IFS;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;SE;6;0,958941606;2,56054714;0,041058394;4;0;0;2,619648763;3
